household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
72294;171420000;17142;17;75.0;all;all;3;2;3816.0;14355
72295;171420000;17142;17;75.0;all;none;3;0;3180.0;14355
72315;171420000;17142;17;75.0;all;none;2;0;5115.0;14359
72338;171420000;17142;17;75.0;some;some;1;1;2548.5;14363
72345;171420000;17142;17;75.0;all;none;3;0;4540.0;14365
72373;171420000;17142;17;75.0;all;none;1;0;2518.0;14370
72386;171420000;17142;17;75.0;all;all;1;2;972.0;14373
72410;171420000;17142;17;75.0;some;all;1;2;2071.5;14377
72419;171420000;17142;17;75.0;all;none;2;0;6454.5;14379
72431;171420000;17142;17;75.0;none;none;0;0;3378.0;14382
72439;171420000;17142;17;75.0;all;none;2;0;6132.0;14383
72440;171420000;17142;17;75.0;all;none;2;0;2283.0;14383
72442;171420000;17142;17;75.0;none;none;0;0;1698.0;14384
72475;171420000;17142;17;75.0;some;none;1;0;5006.0;14391
72488;171420000;17142;17;75.0;all;all;1;1;618.0;14393
72489;171420000;17142;17;75.0;all;none;1;0;1838.0;14393
72495;171420000;17142;17;75.0;all;all;1;4;1982.0;14395
72499;171420000;17142;17;75.0;all;all;1;1;1546.0;14395
72504;171420000;17142;17;75.0;some;none;2;0;3970.8;14396
72505;171420000;17142;17;75.0;all;all;1;2;3872.0;14397
72506;171420000;17142;17;75.0;all;all;1;4;1451.0;14397
72513;171420000;17142;17;75.0;none;all;0;1;660.0;14398
72525;171420000;17142;17;75.0;some;none;1;0;3217.5;14400
72544;171420000;17142;17;75.0;some;some;2;2;4946.400000000001;14404
72545;171420000;17142;17;75.0;some;some;2;1;5329.8;14404
72553;171420000;17142;17;75.0;all;all;1;2;2492.0;14405
72561;171420000;17142;17;75.0;some;some;2;2;2684.0;14407
72563;171420000;17142;17;75.0;all;some;2;2;4960.0;14407
72565;171420000;17142;17;75.0;all;none;2;0;18.0;14408
72579;171420000;17142;17;75.0;all;none;2;0;3301.5;14410
72588;171420000;17142;17;75.0;some;all;1;2;4648.5;14412
72599;171420000;17142;17;75.0;all;none;1;0;1322.0;14414
72612;171420000;17142;17;75.0;some;none;2;0;4408.0;14417
72636;171420000;17142;17;75.0;all;none;1;0;6339.6;14422
72641;171420000;17142;17;75.0;all;all;1;2;1522.0;14423
72674;171420000;17142;17;75.0;some;all;1;4;4069.5;14430
72675;171420000;17142;17;75.0;some;all;1;2;3573.0;14430
72676;171420000;17142;17;75.0;some;some;1;1;3205.5;14430
72687;171420000;17142;17;75.0;all;all;1;3;1618.0;14432
72690;171420000;17142;17;75.0;some;some;1;2;4156.2;14433
72697;171420000;17142;17;75.0;none;all;0;2;2116.0;14435
72715;171420000;17142;17;75.0;some;all;1;2;3493.5;14438
72725;171420000;17142;17;75.0;all;all;1;2;1384.0;14440
72726;171420000;17142;17;75.0;all;none;1;0;786.0;14440
72736;171420000;17142;17;75.0;some;all;1;6;3525.0;14442
72738;171420000;17142;17;75.0;some;none;1;0;3783.0;14442
72743;171420000;17142;17;75.0;all;all;1;4;1371.0;14443
72764;171420000;17142;17;75.0;none;all;0;1;4290.0;14448
72770;171420000;17142;17;75.0;some;some;1;2;4490.0;14449
72779;171420000;17142;17;75.0;all;none;1;0;1989.0;14451
72798;171420000;17142;17;75.0;some;all;1;2;6604.5;14454
72800;171420000;17142;17;75.0;all;all;1;1;2379.0;14455
72804;171420000;17142;17;75.0;all;all;1;1;15.0;14455
72814;171420000;17142;17;75.0;all;none;2;0;2847.0;14457
72815;171420000;17142;17;75.0;all;all;2;2;1186.5;14458
72819;171420000;17142;17;75.0;all;none;2;0;2014.5;14458
72829;171420000;17142;17;75.0;all;none;3;0;5617.8;14460
72835;171420000;17142;17;75.0;all;all;2;2;3427.5;14462
72838;171420000;17142;17;75.0;all;all;2;2;1512.0;14462
72842;171420000;17142;17;75.0;some;some;1;1;4540.5;14463
72846;171420000;17142;17;75.0;some;all;1;5;4609.5;14464
72849;171420000;17142;17;75.0;some;none;1;0;1239.0;14464
72875;171420000;17142;17;75.0;some;none;1;0;3331.2000000000003;14470
72881;171420000;17142;17;75.0;all;none;1;0;1940.0;14471
72890;171420000;17142;17;75.0;some;some;1;1;2815.5;14473
72922;171420000;17142;17;75.0;all;all;1;1;1552.0;14479
72943;171420000;17142;17;75.0;none;all;0;2;1406.0;14483
72957;171420000;17142;17;75.0;all;none;3;0;2665.5;14486
72966;171420000;17142;17;75.0;all;none;2;0;4632.0;14488
72969;171420000;17142;17;75.0;some;all;1;2;4264.5;14489
72971;171420000;17142;17;75.0;all;all;1;3;4162.5;14489
72979;171420000;17142;17;75.0;all;all;1;1;1983.0;14491
72995;171420000;17142;17;75.0;some;some;2;4;6828.0;14494
73011;171420000;17142;17;75.0;some;some;2;1;3322.8;14497
73013;171420000;17142;17;75.0;some;none;2;0;6942.6;14497
73014;171420000;17142;17;75.0;all;all;1;1;2739.0;14498
73028;171420000;17142;17;75.0;all;all;2;4;3592.5;14500
73036;171420000;17142;17;75.0;all;all;2;2;2340.0;14502
73038;171420000;17142;17;75.0;all;all;2;2;3811.5;14502
73047;171420000;17142;17;75.0;some;all;1;4;3591.0;14504
73050;171420000;17142;17;75.0;none;none;0;0;2030.0;14505
73065;171420000;17142;17;75.0;all;all;2;2;4450.5;14508
73066;171420000;17142;17;75.0;all;some;2;1;4146.0;14508
73067;171420000;17142;17;75.0;all;some;2;1;1264.5;14508
73092;171420000;17142;17;75.0;all;all;1;2;3226.0;14513
73097;171420000;17142;17;75.0;all;all;1;2;2746.5;14514
73105;171420000;17142;17;75.0;all;none;2;0;4099.5;14515
73107;171420000;17142;17;75.0;all;all;2;2;3507.0;14516
73112;171420000;17142;17;75.0;all;none;3;0;2779.5;14517
73123;171420000;17142;17;75.0;all;all;3;3;4545.0;14519
73131;171420000;17142;17;75.0;all;none;1;0;1816.0;14520
73133;171420000;17142;17;75.0;all;all;1;1;2047.0;14521
73136;171420000;17142;17;75.0;all;all;1;1;2548.0;14521
73137;171420000;17142;17;75.0;all;all;1;2;2716.0;14521
73140;171420000;17142;17;75.0;all;none;2;0;4300.0;14522
73143;171420000;17142;17;75.0;all;none;3;0;7306.0;14523
73150;171420000;17142;17;75.0;some;some;2;2;4689.7;14524
73152;171420000;17142;17;75.0;some;some;2;1;6035.2;14524
73155;171420000;17142;17;75.0;all;all;1;1;3467.0;14525
73158;171420000;17142;17;75.0;all;some;2;1;2001.0;14526
73159;171420000;17142;17;75.0;all;none;2;0;2608.5;14526
73161;171420000;17142;17;75.0;all;none;2;0;3457.5;14526
73162;171420000;17142;17;75.0;all;some;2;1;1603.5;14526
73169;171420000;17142;17;75.0;some;all;1;4;6991.5;14528
73173;171420000;17142;17;75.0;all;none;1;0;1490.0;14529
73179;171420000;17142;17;75.0;none;some;0;1;5434.9;14530
73181;171420000;17142;17;75.0;none;some;0;3;4073.3;14530
73191;171420000;17142;17;75.0;some;all;1;2;3301.5;14532
73195;171420000;17142;17;75.0;all;none;3;0;2803.5;14533
73208;171420000;17142;17;75.0;all;all;1;1;2279.0;14536
73215;171420000;17142;17;75.0;some;none;1;0;4660.0;14537
73228;171420000;17142;17;75.0;some;some;2;1;5298.3;14539
73229;171420000;17142;17;75.0;some;some;2;2;5922.0;14539
73232;171420000;17142;17;75.0;none;none;0;0;2202.0;14540
73234;171420000;17142;17;75.0;none;all;0;4;2658.0;14540
73240;171420000;17142;17;75.0;all;all;1;1;1681.0;14542
73245;171420000;17142;17;75.0;all;all;2;3;2853.0;14543
73249;171420000;17142;17;75.0;all;all;2;2;3949.5;14543
73255;171420000;17142;17;75.0;some;all;1;2;2736.0;14545
73256;171420000;17142;17;75.0;some;all;1;2;3556.5;14545
73264;171420000;17142;17;75.0;all;all;3;2;2881.5;14546
73277;171420000;17142;17;75.0;some;some;2;1;2458.7;14549
73280;171420000;17142;17;75.0;all;none;3;0;3630.0;14550
73289;171420000;17142;17;75.0;all;none;2;0;2640.0;14551
73290;171420000;17142;17;75.0;all;all;2;2;1374.0;14552
73295;171420000;17142;17;75.0;all;none;3;0;7044.0;14553
73301;171420000;17142;17;75.0;none;all;0;1;1170.0;14554
73310;171420000;17142;17;75.0;some;all;1;4;4291.5;14555
73317;171420000;17142;17;75.0;some;all;1;2;4024.5;14557
73326;171420000;17142;17;75.0;none;some;0;1;1986.0;14559
73352;171420000;17142;17;75.0;all;all;1;2;1388.0;14564
73365;171420000;17142;17;75.0;all;none;1;0;2941.0;14567
73366;171420000;17142;17;75.0;all;none;1;0;2314.0;14567
73390;171420000;17142;17;75.0;all;some;2;1;4375.5;14572
73391;171420000;17142;17;75.0;all;all;2;2;3921.0;14572
73396;171420000;17142;17;75.0;some;some;2;2;6060.0;14573
73398;171420000;17142;17;75.0;some;none;2;0;4416.0;14573
73410;171420000;17142;17;75.0;all;some;3;2;5390.0;14576
73417;171420000;17142;17;75.0;all;all;1;1;2369.0;14577
73425;171420000;17142;17;75.0;all;all;1;2;1969.0;14579
73428;171420000;17142;17;75.0;all;none;1;0;2512.0;14579
73434;171420000;17142;17;75.0;all;none;2;0;2707.5;14580
73437;171420000;17142;17;75.0;all;all;2;2;3430.5;14581
73441;171420000;17142;17;75.0;some;all;1;4;8072.999999999999;14582
73445;171420000;17142;17;75.0;some;none;1;0;6334.2;14582
73457;171420000;17142;17;75.0;all;none;3;0;2901.0;14585
73465;171420000;17142;17;75.0;all;all;2;5;5248.5;14586
73466;171420000;17142;17;75.0;all;none;2;0;3985.5;14586
73468;171420000;17142;17;75.0;all;all;3;2;1993.0;14587
73469;171420000;17142;17;75.0;all;all;3;2;4139.0;14587
73514;171420000;17142;17;75.0;all;some;1;1;4485.0;14596
73520;171420000;17142;17;75.0;some;all;1;2;3270.0;14597
73530;171420000;17142;17;75.0;all;some;2;1;4444.5;14599
73544;171420000;17142;17;75.0;none;all;0;6;707.0;14602
73550;171420000;17142;17;75.0;some;some;2;1;6447.5;14603
73553;171420000;17142;17;75.0;some;some;2;1;5342.5;14603
73554;171420000;17142;17;75.0;all;all;1;3;1815.0;14604
73573;171420000;17142;17;75.0;some;none;1;0;2578.5;14607
73587;171420000;17142;17;75.0;all;none;2;0;3858.0;14610
73596;171420000;17142;17;75.0;all;none;2;0;987.0;14612
73602;171420000;17142;17;75.0;some;some;1;1;3325.5;14613
73605;171420000;17142;17;75.0;all;none;2;0;3598.5;14614
73607;171420000;17142;17;75.0;all;none;2;0;2650.5;14614
73612;171420000;17142;17;75.0;some;none;1;0;7142.0;14615
73613;171420000;17142;17;75.0;some;some;1;2;4610.0;14615
73618;171420000;17142;17;75.0;all;some;2;1;4222.5;14616
73619;171420000;17142;17;75.0;all;none;2;0;4746.0;14616
73625;171420000;17142;17;75.0;all;none;1;0;1908.0;14617
73627;171420000;17142;17;75.0;all;none;2;0;2934.0;14618
73630;171420000;17142;17;75.0;all;all;2;2;3238.5;14618
73650;171420000;17142;17;75.0;all;some;2;1;2346.0;14622
73661;171420000;17142;17;75.0;all;all;1;4;1471.0;14625
73663;171420000;17142;17;75.0;all;all;1;4;1450.0;14625
73670;171420000;17142;17;75.0;some;some;1;1;4134.0;14626
73684;171420000;17142;17;75.0;some;none;1;0;3833.6;14629
73705;171420000;17142;17;75.0;all;none;1;0;1454.0;14633
73711;171420000;17142;17;75.0;none;all;0;2;1446.0;14634
73717;171420000;17142;17;75.0;all;all;3;2;4144.5;14635
73721;171420000;17142;17;75.0;all;all;1;2;2771.0;14636
73732;171420000;17142;17;75.0;all;all;1;2;1783.0;14638
73740;171420000;17142;17;75.0;all;all;2;2;6114.0;14640
73744;171420000;17142;17;75.0;all;all;3;3;4364.0;14641
73750;171420000;17142;17;75.0;all;some;2;1;3208.5;14642
73760;171420000;17142;17;75.0;all;all;1;2;1291.0;14644
73770;171420000;17142;17;75.0;none;all;0;3;1759.0;14646
73780;171420000;17142;17;75.0;some;none;2;0;6012.0;14648
73791;171420000;17142;17;75.0;none;all;0;2;1536.0;14650
73792;171420000;17142;17;75.0;none;all;0;1;2055.0;14650
73800;171420000;17142;17;75.0;some;some;2;2;3210.0;14652
73808;171420000;17142;17;75.0;all;none;1;0;308.0;14653
73812;171420000;17142;17;75.0;all;all;1;2;1822.0;14654
73835;171420000;17142;17;75.0;all;none;2;0;2971.5;14659
73836;171420000;17142;17;75.0;all;all;2;2;2583.0;14659
73841;171420000;17142;17;75.0;all;all;2;2;3204.0;14660
73853;171420000;17142;17;75.0;all;all;1;1;2501.0;14663
73864;171420000;17142;17;75.0;some;all;1;2;2812.5;14665
73865;171420000;17142;17;75.0;some;none;1;0;3328.5;14665
73874;171420000;17142;17;75.0;none;none;0;0;2076.0;14667
73875;171420000;17142;17;75.0;none;none;0;0;1518.0;14667
73881;171420000;17142;17;75.0;all;all;1;1;422.0;14668
73889;171420000;17142;17;75.0;all;none;1;0;1832.0;14670
73899;171420000;17142;17;75.0;all;all;1;2;4193.0;14672
73914;171420000;17142;17;75.0;all;some;2;1;4942.5;14675
73932;171420000;17142;17;75.0;all;some;2;1;3252.0;14678
73937;171420000;17142;17;75.0;none;all;0;2;4580.0;14679
73975;171420000;17142;17;75.0;all;some;3;2;5505.0;14687
73982;171420000;17142;17;75.0;all;none;2;0;4722.0;14688
73989;171420000;17142;17;75.0;all;all;1;2;1685.0;14690
74002;171420000;17142;17;75.0;all;some;2;1;3027.0;14693
74043;171420000;17142;17;75.0;all;none;2;0;3061.5;14700
74054;171420000;17142;17;75.0;all;none;3;0;7556.0;14702
74056;171420000;17142;17;75.0;all;all;2;2;2809.5;14703
74059;171420000;17142;17;75.0;all;some;2;1;70.5;14703
74065;171420000;17142;17;75.0;all;all;2;4;306.0;14705
74066;171420000;17142;17;75.0;all;all;2;2;1488.0;14705
74079;171420000;17142;17;75.0;all;all;2;2;3646.5;14708
74084;171420000;17142;17;75.0;some;some;1;2;4838.0;14709
74085;171420000;17142;17;75.0;some;all;1;4;4938.0;14709
74104;171420000;17142;17;75.0;some;some;2;2;4864.0;14713
74109;171420000;17142;17;75.0;some;some;2;2;3645.0;14714
74115;171420000;17142;17;75.0;all;none;2;0;3144.6;14715
74119;171420000;17142;17;75.0;all;some;2;1;528.0;14716
74121;171420000;17142;17;75.0;all;none;2;0;5347.5;14716
74126;171420000;17142;17;75.0;all;all;1;3;1973.0;14717
74130;171420000;17142;17;75.0;all;none;1;0;310.0;14718
74134;171420000;17142;17;75.0;some;some;1;1;4269.0;14719
74152;171420000;17142;17;75.0;some;all;1;2;2925.0;14722
74159;171420000;17142;17;75.0;all;some;2;1;4143.0;14723
74177;171420000;17142;17;75.0;some;none;2;0;7272.2;14727
74182;171420000;17142;17;75.0;some;none;2;0;5142.799999999999;14728
74193;171420000;17142;17;75.0;all;some;2;1;2238.0;14731
74199;171420000;17142;17;75.0;all;none;1;0;1266.0;14732
74201;171420000;17142;17;75.0;all;all;1;2;1140.0;14732
74221;171420000;17142;17;75.0;all;all;2;2;3138.0;14736
74222;171420000;17142;17;75.0;all;all;2;2;3108.0;14736
74230;171420000;17142;17;75.0;none;all;0;3;3856.5;14738
74255;171420000;17142;17;75.0;none;all;0;1;3642.0;14743
74256;171420000;17142;17;75.0;none;none;0;0;1832.0;14743
74258;171420000;17142;17;75.0;none;all;0;2;1715.0;14743
74267;171420000;17142;17;75.0;all;all;2;2;723.0;14745
74276;171420000;17142;17;75.0;all;all;1;1;2767.0;14747
74279;171420000;17142;17;75.0;all;none;2;0;4230.0;14748
74292;171420000;17142;17;75.0;all;none;1;0;1613.0;14750
74306;171420000;17142;17;75.0;some;none;3;0;7247.5;14753
74315;171420000;17142;17;75.0;all;none;2;0;2812.5;14755
74325;171420000;17142;17;75.0;some;some;2;1;3796.8;14757
74326;171420000;17142;17;75.0;some;none;2;0;871.5;14757
74328;171420000;17142;17;75.0;some;some;2;2;4607.400000000001;14757
74337;171420000;17142;17;75.0;all;all;2;1;854.0;14759
74342;171420000;17142;17;75.0;all;all;1;1;4243.0;14760
74344;171420000;17142;17;75.0;all;none;1;0;4660.0;14760
74359;171420000;17142;17;75.0;all;all;2;2;5187.0;14763
74380;171420000;17142;17;75.0;all;all;1;2;2104.0;14767
74395;171420000;17142;17;75.0;some;some;3;2;4238.9;14770
74403;171420000;17142;17;75.0;all;none;2;0;257.0;14772
74404;171420000;17142;17;75.0;all;none;2;0;1561.0;14772
74408;171420000;17142;17;75.0;all;all;2;4;1701.0;14772
74418;171420000;17142;17;75.0;all;all;3;3;5508.0;14774
74419;171420000;17142;17;75.0;some;some;2;2;4636.8;14775
74427;171420000;17142;17;75.0;some;some;2;2;4277.7;14776
74434;171420000;17142;17;75.0;all;none;1;0;4227.0;14778
74451;171420000;17142;17;75.0;all;none;1;0;2844.0;14781
74478;171420000;17142;17;75.0;all;some;1;1;2407.5;14786
74493;171420000;17142;17;75.0;all;all;2;2;2323.0;14789
74508;171420000;17142;17;75.0;all;all;1;4;2360.0;14792
74516;171420000;17142;17;75.0;all;none;2;0;3151.5;14794
74523;171420000;17142;17;75.0;all;all;2;2;1317.0;14795
74539;171420000;17142;17;75.0;some;all;1;2;3522.0;14799
74548;171420000;17142;17;75.0;all;all;2;4;4142.0;14800
74570;171420000;17142;17;75.0;some;some;2;2;7902.0;14805
74595;171420000;17142;17;75.0;some;some;2;2;3217.2000000000003;14810
74602;171420000;17142;17;75.0;all;none;2;0;1323.0;14811
74604;171420000;17142;17;75.0;all;none;2;0;4437.0;14811
74610;171420000;17142;17;75.0;all;none;2;0;2784.0;14813
74611;171420000;17142;17;75.0;all;all;2;4;4989.0;14813
74617;171420000;17142;17;75.0;all;none;1;0;4670.0;14814
74618;171420000;17142;17;75.0;all;all;1;2;1768.0;14814
74619;171420000;17142;17;75.0;all;all;1;1;3199.0;14814
74622;171420000;17142;17;75.0;some;none;2;0;10145.0;14815
74685;171420000;17142;17;75.0;all;none;1;0;1218.0;14827
74686;171420000;17142;17;75.0;all;all;2;2;3786.0;14828
74689;171420000;17142;17;75.0;all;none;2;0;2913.0;14828
74693;171420000;17142;17;75.0;all;all;1;3;2340.0;14829
74694;171420000;17142;17;75.0;all;all;1;3;2480.0;14829
74697;171420000;17142;17;75.0;all;all;1;2;2415.4;14830
74710;171420000;17142;17;75.0;none;all;0;1;1990.0;14832
74713;171420000;17142;17;75.0;all;some;2;1;3475.5;14833
74714;171420000;17142;17;75.0;all;all;2;4;3946.5;14833
74735;171420000;17142;17;75.0;all;none;2;0;4219.5;14837
74745;171420000;17142;17;75.0;some;some;1;2;7306.0;14839
74762;171420000;17142;17;75.0;all;none;1;0;1973.0;14842
74764;171420000;17142;17;75.0;all;none;2;0;5170.0;14843
74767;171420000;17142;17;75.0;all;some;2;2;5368.0;14843
74784;171420000;17142;17;75.0;all;all;1;1;2226.0;14847
74786;171420000;17142;17;75.0;all;none;1;0;2501.0;14847
78277;172640101;17264;17;75.0;all;all;2;2;6042.0;15545
78282;172640102;17264;17;75.0;all;all;2;2;2629.5;15546
78284;172640102;17264;17;75.0;all;none;2;0;5664.0;15546
78306;172640102;17264;17;75.0;all;all;2;2;1924.5;15550
78344;172000103;17200;17;75.0;some;all;1;3;4147.5;15558
78347;172640101;17264;17;75.0;all;none;1;0;2176.0;15559
78348;172640101;17264;17;75.0;all;all;1;1;1425.0;15559
78375;172000101;17200;17;75.0;all;none;2;0;5697.0;15565
78376;172000101;17200;17;75.0;all;some;2;1;3466.5;15565
78386;172000101;17200;17;75.0;all;all;2;2;1869.0;15567
78408;172640102;17264;17;75.0;some;some;2;2;2490.9;15571
78425;172000103;17200;17;75.0;some;all;1;2;2974.5;15575
78452;172640101;17264;17;75.0;all;all;2;2;2635.5;15580
78480;172640102;17264;17;75.0;some;none;2;0;5697.0;15586
78516;172000101;17200;17;75.0;some;none;1;0;3704.0;15594
78527;172640101;17264;17;75.0;some;none;1;0;3792.0;15596
78531;172640102;17264;17;75.0;some;some;2;2;8662.5;15597
78532;172640102;17264;17;75.0;some;none;2;0;6257.5;15597
78534;172640102;17264;17;75.0;some;none;2;0;5002.5;15597
78538;172000103;17200;17;75.0;some;none;1;0;3855.8;15598
78539;172000103;17200;17;75.0;some;none;1;0;358.8;15598
78566;172000102;17200;17;75.0;all;some;2;1;3448.5;15604
78567;172000102;17200;17;75.0;all;some;2;1;5328.0;15604
78570;172640102;17264;17;75.0;some;some;2;2;8769.6;15605
78638;172000102;17200;17;75.0;all;all;1;2;2235.0;15619
78649;172000102;17200;17;75.0;some;all;1;2;2689.7000000000003;15621
78654;172640102;17264;17;75.0;all;all;1;4;1243.0;15622
78676;172000102;17200;17;75.0;some;some;1;2;6661.8;15627
78680;172000102;17200;17;75.0;some;some;1;2;1306.8;15627
78695;172000103;17200;17;75.0;all;all;1;1;2238.0;15631
78710;172000103;17200;17;75.0;all;none;1;0;2272.0;15634
78724;172000103;17200;17;75.0;all;all;1;4;1458.0;15636
78734;172640101;17264;17;75.0;some;all;1;2;2760.0;15638
78751;172000102;17200;17;75.0;all;all;1;2;181.0;15642
78766;172640102;17264;17;75.0;all;none;1;0;2952.0;15645
78782;172000101;17200;17;75.0;none;some;0;2;3682.5;15648
78830;172000103;17200;17;75.0;some;none;3;0;4837.5;15658
78850;172000103;17200;17;75.0;all;all;1;2;1951.0;15662
78898;172000102;17200;17;75.0;some;all;2;4;5046.0;15672
78901;172000102;17200;17;75.0;some;none;2;0;6026.0;15672
78906;172000103;17200;17;75.0;all;none;1;0;693.0;15673
78907;172000103;17200;17;75.0;all;all;1;1;1498.0;15673
78938;172000103;17200;17;75.0;some;none;1;0;7060.0;15680
78976;172000103;17200;17;75.0;some;all;1;2;3315.0;15687
79013;172640102;17264;17;75.0;all;none;2;0;3387.0;15695
79043;172000103;17200;17;75.0;some;all;1;2;5161.5;15701
79046;172640101;17264;17;75.0;some;all;1;2;6592.5;15702
79047;172640101;17264;17;75.0;some;some;1;1;1782.0;15702
79080;172000103;17200;17;75.0;some;some;3;1;6917.5;15708
79109;172000103;17200;17;75.0;some;some;2;2;9483.6;15714
79146;172000103;17200;17;75.0;all;none;1;0;3060.0;15722
79173;172000103;17200;17;75.0;some;some;1;2;9298.8;15727
79176;172640101;17264;17;75.0;some;none;1;0;2955.0;15728
79207;172000102;17200;17;75.0;all;none;1;0;2529.0;15734
79239;172640101;17264;17;75.0;some;some;1;1;2614.5;15741
79240;172640101;17264;17;75.0;some;none;1;0;2242.5;15741
79242;172640101;17264;17;75.0;some;some;1;1;3912.0;15741
79260;172640101;17264;17;75.0;some;some;2;2;7182.0;15745
79263;172640101;17264;17;75.0;some;none;2;0;5109.3;15745
79290;172000103;17200;17;75.0;some;some;1;2;8005.0;15751
79315;172000103;17200;17;75.0;all;none;2;0;7597.5;15756
79498;172000101;17200;17;75.0;none;none;0;0;1985.0;15794
79499;172000101;17200;17;75.0;none;all;0;1;1821.0;15794
79504;172640101;17264;17;75.0;some;none;2;0;3504.8;15795
79522;172000101;17200;17;75.0;all;none;1;0;4857.0;15799
79548;172000103;17200;17;75.0;some;some;2;2;4068.0;15804
79551;172000103;17200;17;75.0;some;none;2;0;7154.0;15804
79567;172000101;17200;17;75.0;some;all;1;2;2893.5;15808
79575;172000103;17200;17;75.0;all;none;2;0;6093.0;15809
79583;172000103;17200;17;75.0;all;none;1;0;1835.0;15811
79586;172000103;17200;17;75.0;all;all;1;4;1665.0;15812
79591;172640101;17264;17;75.0;some;all;1;2;3870.0;15813
79605;172000103;17200;17;75.0;all;none;1;0;2469.0;15816
79607;172000103;17200;17;75.0;all;all;1;2;2148.0;15816
79654;172000101;17200;17;75.0;some;some;2;2;4377.6;15826
79688;172640101;17264;17;75.0;some;some;3;2;5260.0;15833
79702;172640102;17264;17;75.0;all;all;2;2;3786.0;15835
79709;172000103;17200;17;75.0;some;none;1;0;2052.8;15837
79796;172000102;17200;17;75.0;some;some;2;3;5842.2;15854
79801;172640102;17264;17;75.0;all;none;1;0;1445.0;15856
79877;172000102;17200;17;75.0;all;none;1;0;2541.0;15871
79906;172640101;17264;17;75.0;all;none;2;0;2580.0;15877
79908;172640101;17264;17;75.0;all;all;2;2;1420.5;15877
79914;172000101;17200;17;75.0;some;some;2;2;5455.8;15878
79931;172000102;17200;17;75.0;all;none;1;0;2248.0;15882
79937;172640101;17264;17;75.0;all;all;2;2;4327.5;15883
79947;171530000;17153;17;75.0;all;none;1;0;2095.6939128254307;15885
79975;171530000;17153;17;75.0;all;all;2;4;3695.151428716229;15890
79986;171530000;17153;17;75.0;some;none;2;0;3018.110471554084;15893
80004;171530000;17153;17;75.0;some;none;1;0;2786.760387045995;15896
80011;172000101;17200;17;75.0;some;none;1;0;8156.400000000001;15897
80023;171530000;17153;17;75.0;all;none;2;0;2827.687170710354;15900
80027;172000102;17200;17;75.0;some;some;2;2;1909.8;15901
80036;171530000;17153;17;75.0;some;none;2;0;3875.0892341610806;15903
80039;171530000;17153;17;75.0;some;none;2;0;1356.901315106239;15903
80042;172000101;17200;17;75.0;some;none;1;0;5554.5;15904
80093;172640102;17264;17;75.0;all;all;1;1;2502.0;15914
80105;172000102;17200;17;75.0;some;some;2;1;5264.7;15917
80106;172000102;17200;17;75.0;some;all;2;4;3389.4;15917
80108;172000102;17200;17;75.0;some;some;2;1;8267.7;15917
80118;172000103;17200;17;75.0;all;all;1;1;2456.0;15919
80120;172000103;17200;17;75.0;some;some;1;1;7786.8;15920
80122;172000103;17200;17;75.0;some;some;1;2;4338.0;15920
80142;171530000;17153;17;75.0;all;all;1;1;2363.693291363986;15925
80153;172640102;17264;17;75.0;none;all;0;2;2764.0;15927
80157;172000102;17200;17;75.0;some;some;1;2;5094.5;15928
80158;172000102;17200;17;75.0;some;some;1;2;5662.599999999999;15928
80164;171530000;17153;17;75.0;all;all;2;5;2204.535372278803;15929
80169;171530000;17153;17;75.0;some;some;1;1;3833.351149887859;15930
80170;171530000;17153;17;75.0;none;all;0;1;1236.245929663855;15931
80174;171530000;17153;17;75.0;none;all;0;2;3358.40939782717;15931
80183;172000101;17200;17;75.0;some;all;1;2;3727.5;15933
80197;172640102;17264;17;75.0;none;none;0;0;1436.0;15936
80198;172640102;17264;17;75.0;none;all;0;2;284.0;15936
80201;171530000;17153;17;75.0;all;all;1;2;1873.077858962204;15937
80206;171530000;17153;17;75.0;all;all;2;2;2893.307740347481;15938
80227;171530000;17153;17;75.0;all;none;2;0;2597.5750362726285;15942
80234;171530000;17153;17;75.0;some;none;1;0;5302.480837661325;15943
80251;171530000;17153;17;75.0;all;some;2;1;3225.905613166168;15947
80257;172640101;17264;17;75.0;some;all;1;2;6582.0;15949
80278;172000102;17200;17;75.0;some;none;1;0;2554.5;15953
80281;171530000;17153;17;75.0;some;none;1;0;3946.6409134767223;15954
80288;171530000;17153;17;75.0;all;all;1;2;996.4151194256868;15955
80292;171530000;17153;17;75.0;all;all;2;2;4597.35539135902;15956
80296;171530000;17153;17;75.0;some;some;2;3;4674.517474010309;15957
80302;172640101;17264;17;75.0;all;all;2;1;1030.0;15958
80313;172000101;17200;17;75.0;all;some;2;1;3618.0;15960
80316;172000102;17200;17;75.0;all;none;3;0;4226.0;15961
80336;172000103;17200;17;75.0;some;some;2;2;13490.4;15965
80346;171530000;17153;17;75.0;all;none;2;0;3158.8369031639204;15967
80357;172640101;17264;17;75.0;all;all;1;2;1918.0;15969
80358;172000101;17200;17;75.0;some;some;1;3;4202.1;15970
80360;172000101;17200;17;75.0;some;some;1;1;8595.300000000001;15970
80376;171530000;17153;17;75.0;all;all;1;1;425.2195756369317;15973
80379;172000101;17200;17;75.0;all;some;2;1;3384.0;15974
80387;172000102;17200;17;75.0;all;none;1;0;2022.0;15976
80397;172000103;17200;17;75.0;all;all;1;2;1625.0;15978
80408;172000103;17200;17;75.0;all;none;1;0;2620.0;15980
