person_id,emissionClass,vTypeId
217005,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217013,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
217014,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217027,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217028,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217036,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217079,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217082,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217098,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217103,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217104,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
217115,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217118,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
217120,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217121,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217155,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217164,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217165,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217203,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217243,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217262,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217263,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
2173,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217301,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217302,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217321,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217322,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
217323,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217349,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217351,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217352,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217373,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
217398,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217399,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
2174,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217535,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217536,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217540,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217541,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217542,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217543,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217583,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217596,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217612,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217613,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217614,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
217737,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
217738,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
217750,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
217784,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217787,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
217834,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217856,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217857,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
217866,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217868,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
217891,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
2179,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
217907,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217908,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217909,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217910,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217927,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217928,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217962,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
217963,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
217969,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
217975,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
2180,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218079,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218080,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218083,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218084,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218099,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
2181,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218117,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218136,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218169,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
2182,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21820,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21821,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218216,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21828,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21829,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218310,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218311,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218316,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218373,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218402,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218453,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218454,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218459,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218460,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218461,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218463,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218485,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218488,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21849,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218495,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218496,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218497,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21850,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218546,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218548,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218549,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218550,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218552,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218585,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218598,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218599,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218600,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218618,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218633,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218634,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218652,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
218653,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
218654,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218677,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218678,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218679,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218680,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218718,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218720,HBEFA4/PC_LPG_petrol_Euro-6_(LPG),vt_hbefa4_PC_LPG_petrol_Euro_6_LPG
218721,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218722,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
218723,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218741,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
218742,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218743,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218745,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218746,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218762,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218763,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218764,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
21878,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21879,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218898,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
218944,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218945,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
218969,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
218970,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
218971,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
218973,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219060,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219061,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219064,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219065,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219074,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
219076,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219091,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219092,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219094,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219095,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219096,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
219097,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
219098,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21913,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21915,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21916,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
219174,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
219175,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219213,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21922,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
21923,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219232,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219236,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
21924,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219245,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219246,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219248,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219249,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
21925,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
21926,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
21927,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
21928,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219283,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
219284,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219291,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
219307,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219308,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219315,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
219352,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219357,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
219358,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219359,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219363,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219364,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219365,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219379,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219380,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219382,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219397,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
219398,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219419,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
219445,HBEFA4/PC_PHEV_petrol_Euro-6ab_(P),vt_hbefa4_PC_PHEV_petrol_Euro_6ab_P
219446,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219449,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219450,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219459,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219460,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219669,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
219670,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219709,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
219710,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219718,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219719,HBEFA4/PC_LPG_petrol_Euro-6_(LPG),vt_hbefa4_PC_LPG_petrol_Euro_6_LPG
219720,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
219793,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
219794,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
219795,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
2199,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
21995,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
22002,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
22052,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
22054,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221096,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221128,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221129,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221134,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221141,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221189,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221215,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221216,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221248,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
221249,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
221274,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221275,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221303,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221304,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
221305,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
22131,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
22132,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221324,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221327,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221328,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221424,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221425,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221426,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
221443,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
22145,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221471,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221487,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221509,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221510,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221531,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221532,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221534,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221536,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221537,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221538,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221581,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221582,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221595,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221596,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221597,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221601,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221602,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221603,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
221649,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
22167,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221677,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221678,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
22171,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
221719,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221723,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221724,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221750,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
221765,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221774,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221775,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221817,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221818,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221827,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221838,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221839,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221928,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
221929,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
221931,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
221971,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
221981,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
221982,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221983,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
221988,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
221989,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
222050,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
222051,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222052,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
222053,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
222108,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222136,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
222137,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222138,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
22216,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222174,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222191,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
222192,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
