household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
39977;170640000;17064;17;75.0;none;none;0;0;2322.0;7938
39989;170640000;17064;17;75.0;all;all;2;5;1862.0;7941
39990;170640000;17064;17;75.0;all;all;2;4;3573.0;7941
39998;170640000;17064;17;75.0;all;all;1;2;2111.0;7942
39999;170640000;17064;17;75.0;all;all;2;2;3514.5;7943
40001;170640000;17064;17;75.0;all;all;2;2;3798.0;7943
40017;170640000;17064;17;75.0;all;none;2;0;6873.0;7946
40020;170640000;17064;17;75.0;all;all;2;3;5167.5;7947
40027;170640000;17064;17;75.0;all;none;1;0;2833.0;7948
40028;170640000;17064;17;75.0;some;some;2;2;8908.2;7949
40030;170640000;17064;17;75.0;some;some;2;2;4313.400000000001;7949
40036;170640000;17064;17;75.0;some;all;1;2;1506.0;7950
40059;173850102;17385;17;75.0;all;all;1;2;2160.0;7955
40062;173850102;17385;17;75.0;all;all;1;1;2247.0;7955
40071;173850101;17385;17;75.0;all;all;1;2;1066.0;7957
40072;173850101;17385;17;75.0;all;none;1;0;2478.0;7957
40085;170640000;17064;17;75.0;all;none;2;0;6702.0;7960
40088;170640000;17064;17;75.0;all;some;2;1;5227.5;7960
40090;170640000;17064;17;75.0;all;none;2;0;4138.5;7961
40102;170640000;17064;17;75.0;none;none;0;0;1778.0;7963
40107;173850101;17385;17;75.0;all;none;1;0;1663.0;7964
40110;173850101;17385;17;75.0;all;all;1;2;2116.0;7964
40111;170640000;17064;17;75.0;all;all;1;2;4066.0;7965
40122;170640000;17064;17;75.0;some;none;1;0;6714.0;7967
40127;173850103;17385;17;75.0;some;some;1;1;1737.6000000000001;7968
40134;170640000;17064;17;75.0;all;all;2;2;1778.0;7969
40137;173850103;17385;17;75.0;all;all;1;2;1189.0;7970
40164;170640000;17064;17;75.0;none;none;0;0;2010.0;7975
40165;170640000;17064;17;75.0;none;all;0;3;1288.0;7975
40168;170640000;17064;17;75.0;all;all;1;2;2482.0;7976
40173;170650000;17065;17;75.0;some;some;2;1;4740.4;7977
40193;170650000;17065;17;75.0;some;some;1;1;6105.0;7981
40196;170650000;17065;17;75.0;some;none;1;0;5964.0;7981
40205;173850102;17385;17;75.0;all;none;2;0;2149.5;7983
40209;170650000;17065;17;75.0;all;some;2;1;6280.5;7984
40215;173850103;17385;17;75.0;some;some;1;1;832.5;7985
40221;170650000;17065;17;75.0;all;all;2;2;960.0;7986
40233;173850102;17385;17;75.0;none;all;0;2;1616.0;7988
40234;170650000;17065;17;75.0;some;none;1;0;4749.0;7989
40245;170650000;17065;17;75.0;all;all;2;2;1984.5;7991
40273;170650000;17065;17;75.0;some;some;1;2;2297.1;7996
40285;173850102;17385;17;75.0;all;none;1;0;1613.0;7999
40318;173850101;17385;17;75.0;all;all;3;2;4011.0;8006
40337;173850103;17385;17;75.0;some;none;1;0;1653.0;8009
40338;170650000;17065;17;75.0;all;some;2;1;2220.0;8010
40343;170650000;17065;17;75.0;some;none;1;0;7173.0;8011
40363;170650000;17065;17;75.0;some;some;2;2;4312.5;8014
40365;173850101;17385;17;75.0;some;none;1;0;2929.5;8015
40370;170650000;17065;17;75.0;some;none;1;0;2255.4;8016
40384;170650000;17065;17;75.0;all;all;3;2;831.0;8019
40403;173850103;17385;17;75.0;some;some;2;2;4204.0;8022
40407;170650000;17065;17;75.0;all;none;2;0;2622.0;8023
40412;173850103;17385;17;75.0;all;some;3;2;6125.0;8024
40414;173850103;17385;17;75.0;some;none;3;0;5542.5;8024
40429;170650000;17065;17;75.0;all;some;2;1;7171.2;8027
40433;170650000;17065;17;75.0;all;none;2;0;2391.0;8028
40435;170650000;17065;17;75.0;all;none;2;0;2746.5;8028
40444;170650000;17065;17;75.0;some;some;2;2;4118.0;8030
40456;170650000;17065;17;75.0;some;none;2;0;4220.0;8032
40458;170650000;17065;17;75.0;all;all;1;3;491.0;8033
40462;170650000;17065;17;75.0;all;all;1;2;1225.0;8034
40464;170650000;17065;17;75.0;all;none;1;0;996.0;8034
40479;170650000;17065;17;75.0;all;all;2;3;3802.5;8037
40494;170650000;17065;17;75.0;some;none;1;0;3129.0;8040
40495;170650000;17065;17;75.0;all;all;1;2;3189.0;8040
40503;170650000;17065;17;75.0;all;none;2;0;1279.5;8041
40514;173850102;17385;17;75.0;all;all;1;2;1266.0;8044
40518;173850102;17385;17;75.0;all;all;1;2;2980.0;8044
40520;173850102;17385;17;75.0;all;some;1;1;1020.0;8045
40521;173850102;17385;17;75.0;some;all;1;2;816.0;8045
40524;170650000;17065;17;75.0;some;none;1;0;349.5;8046
40526;170650000;17065;17;75.0;some;all;1;2;2082.0;8046
40527;170650000;17065;17;75.0;all;none;1;0;4020.0;8046
40539;170650000;17065;17;75.0;all;all;1;1;235.0;8048
40542;173850102;17385;17;75.0;all;all;1;2;3588.0;8049
40543;173850102;17385;17;75.0;all;none;1;0;1986.0;8049
40556;170650000;17065;17;75.0;all;all;2;5;3054.0;8052
40565;170650000;17065;17;75.0;some;some;1;1;3645.0;8053
40571;173850101;17385;17;75.0;all;none;2;0;2944.5;8055
40587;173850102;17385;17;75.0;all;some;2;1;1348.5;8058
40611;170650000;17065;17;75.0;some;none;2;0;5060.0;8063
40613;170650000;17065;17;75.0;some;some;2;2;3130.2999999999997;8063
40625;170650000;17065;17;75.0;none;all;0;2;1099.0;8065
40636;170650000;17065;17;75.0;all;all;1;5;473.0;8067
40658;170650000;17065;17;75.0;all;all;2;4;3597.0;8072
40684;170650000;17065;17;75.0;some;some;2;2;1623.6000000000001;8077
40710;170650000;17065;17;75.0;all;some;2;1;4249.5;8082
40714;170650000;17065;17;75.0;all;none;2;0;5116.5;8083
40719;170650000;17065;17;75.0;all;all;1;1;655.0;8084
40722;170650000;17065;17;75.0;all;all;1;1;1206.0;8084
40726;173850101;17385;17;75.0;all;none;1;0;2193.0;8085
40744;173850103;17385;17;75.0;all;all;2;3;5781.0;8088
40746;170650000;17065;17;75.0;all;all;1;2;5208.0;8089
40753;173850103;17385;17;75.0;all;all;2;2;4572.0;8090
40755;170650000;17065;17;75.0;all;none;2;0;3286.5;8091
40768;173850103;17385;17;75.0;all;none;2;0;318.0;8093
40771;170650000;17065;17;75.0;some;some;2;1;4620.0;8094
40778;170650000;17065;17;75.0;all;none;2;0;3501.0;8095
40779;170650000;17065;17;75.0;some;none;2;0;3537.0;8095
40795;173850103;17385;17;75.0;all;all;2;2;3631.5;8099
40804;170650000;17065;17;75.0;all;all;1;4;3060.0;8100
40820;170650000;17065;17;75.0;all;some;1;1;924.0;8103
40823;173850101;17385;17;75.0;all;some;1;1;1120.5;8104
40824;173850101;17385;17;75.0;all;some;1;1;3325.5;8104
40828;173850102;17385;17;75.0;some;all;2;4;1600.0;8105
40832;170650000;17065;17;75.0;all;some;2;1;3256.5;8106
40842;170650000;17065;17;75.0;all;some;2;1;6274.5;8108
40865;170650000;17065;17;75.0;all;some;2;1;3601.5;8112
40870;173850101;17385;17;75.0;all;all;2;2;2911.5;8113
40871;173850101;17385;17;75.0;all;none;2;0;300.0;8113
40876;170650000;17065;17;75.0;all;none;1;0;172.0;8114
40887;170650000;17065;17;75.0;all;all;1;2;1183.0;8116
40911;170650000;17065;17;75.0;some;none;2;0;7576.8;8121
40913;170650000;17065;17;75.0;some;none;2;0;2635.5;8121
40918;170650000;17065;17;75.0;none;all;0;2;716.0;8122
40928;170650000;17065;17;75.0;all;none;3;0;3102.0;8124
40942;170650000;17065;17;75.0;some;all;1;6;2823.0;8127
40965;170650000;17065;17;75.0;all;all;2;2;88.0;8131
40969;170650000;17065;17;75.0;none;none;0;0;124.0;8132
40982;170650000;17065;17;75.0;some;all;1;5;2698.5;8134
40986;173850101;17385;17;75.0;some;all;1;2;1512.0;8135
41000;173850103;17385;17;75.0;all;all;1;2;886.0;8138
41007;170650000;17065;17;75.0;none;all;0;1;1072.0;8139
41024;173850101;17385;17;75.0;all;all;1;2;1556.0;8142
41032;170650000;17065;17;75.0;all;all;2;2;3943.5;8144
41040;170650000;17065;17;75.0;all;all;1;3;701.0;8145
41051;170650000;17065;17;75.0;all;all;1;2;400.0;8147
41061;173850102;17385;17;75.0;some;some;2;2;4435.2;8149
41074;173850102;17385;17;75.0;some;all;1;2;2749.5;8152
41077;170650000;17065;17;75.0;some;all;1;5;3433.5;8153
41078;170650000;17065;17;75.0;some;none;1;0;3961.5;8153
41097;173850103;17385;17;75.0;all;all;1;1;1963.0;8157
41099;173850103;17385;17;75.0;all;all;1;2;3549.0;8157
41100;173850103;17385;17;75.0;all;none;1;0;1667.0;8157
41112;173850103;17385;17;75.0;all;all;1;1;1425.0;8159
41114;170650000;17065;17;75.0;some;none;1;0;5267.0;8160
41117;170650000;17065;17;75.0;some;some;1;2;3240.7;8160
41118;170650000;17065;17;75.0;some;none;1;0;2030.6000000000001;8161
41160;170650000;17065;17;75.0;all;none;1;0;6.0;8169
41164;170650000;17065;17;75.0;some;some;1;1;1008.8000000000001;8170
41168;170650000;17065;17;75.0;some;some;1;1;1983.8;8170
41183;173850101;17385;17;75.0;some;some;2;2;2901.6;8173
41204;170650000;17065;17;75.0;all;all;1;4;271.0;8178
41208;170650000;17065;17;75.0;all;all;1;1;1049.0;8178
41211;173850103;17385;17;75.0;some;none;2;0;6357.5;8179
41219;173850101;17385;17;75.0;all;some;2;1;1683.0;8180
41241;173850102;17385;17;75.0;some;all;1;2;2574.0;8184
41288;173850101;17385;17;75.0;all;all;1;2;20.0;8194
41328;170650000;17065;17;75.0;all;all;1;2;228.0;8201
41342;170650000;17065;17;75.0;all;all;1;4;1035.0;8204
41346;170650000;17065;17;75.0;all;all;2;3;2361.0;8205
41349;173850102;17385;17;75.0;all;all;1;1;1245.0;8206
41363;170650000;17065;17;75.0;all;all;3;2;3001.5;8208
41364;170650000;17065;17;75.0;all;none;2;0;3876.0;8209
41375;170650000;17065;17;75.0;all;all;2;2;1342.5;8211
41396;170650000;17065;17;75.0;all;all;1;1;604.0;8215
41407;170650000;17065;17;75.0;all;all;1;2;1303.0;8217
41409;170650000;17065;17;75.0;all;none;1;0;921.0;8217
41410;170650000;17065;17;75.0;none;all;0;2;797.0;8218
41413;170650000;17065;17;75.0;none;all;0;6;223.0;8218
41423;170650000;17065;17;75.0;all;all;3;6;1216.5;8220
41431;170650000;17065;17;75.0;some;all;1;2;3267.0;8222
41439;173850101;17385;17;75.0;none;all;0;2;2982.0;8223
41441;170650000;17065;17;75.0;all;all;1;2;1196.0;8224
41448;170650000;17065;17;75.0;all;none;2;0;3174.0;8225
41460;170650000;17065;17;75.0;all;all;2;2;6058.5;8228
41468;170650000;17065;17;75.0;all;some;2;2;8180.0;8229
41478;170650000;17065;17;75.0;some;all;1;2;3312.0;8231
41481;170650000;17065;17;75.0;some;none;1;0;3913.5;8231
41484;173850101;17385;17;75.0;all;all;2;2;3180.0;8232
41488;170650000;17065;17;75.0;none;all;0;1;120.0;8233
41494;173850102;17385;17;75.0;all;all;2;2;448.5;8234
41497;173850102;17385;17;75.0;all;none;2;0;4144.5;8234
41512;170650000;17065;17;75.0;all;all;2;3;8492.0;8237
41520;173850103;17385;17;75.0;all;none;2;0;2827.5;8239
41527;173850101;17385;17;75.0;all;all;1;2;1802.0;8240
41533;170650000;17065;17;75.0;some;none;1;0;3357.9;8241
41545;173850101;17385;17;75.0;some;some;1;2;6038.0;8244
41555;170650000;17065;17;75.0;none;none;0;0;719.0;8246
41588;170650000;17065;17;75.0;all;all;1;2;173.0;8252
41590;173850101;17385;17;75.0;none;all;0;2;1657.0;8253
41597;170650000;17065;17;75.0;none;none;0;0;746.0;8254
41602;170650000;17065;17;75.0;all;none;2;0;940.0;8255
41607;170660000;17066;17;75.0;all;all;1;3;1575.4232033915814;8256
41611;170660000;17066;17;75.0;some;all;1;2;2663.8342510139246;8257
41617;173850103;17385;17;75.0;all;none;1;0;1407.0;8258
41618;170660000;17066;17;75.0;all;all;1;1;3398.2274756215566;8259
41624;170660000;17066;17;75.0;all;all;2;3;3879.0623052696124;8260
41629;170660000;17066;17;75.0;all;none;1;0;1291.3301204216655;8261
41635;173850102;17385;17;75.0;some;some;1;1;1161.0;8262
41637;173850102;17385;17;75.0;all;none;1;0;2704.5;8262
41658;170660000;17066;17;75.0;none;none;0;0;2428.062824339432;8267
41668;170660000;17066;17;75.0;all;some;2;1;3976.3765904452953;8269
41672;170660000;17066;17;75.0;some;some;2;1;3313.720731628516;8270
41673;170660000;17066;17;75.0;some;some;2;3;1916.3007082714416;8270
41680;170660000;17066;17;75.0;all;none;2;0;4973.962819467595;8271
41681;170660000;17066;17;75.0;all;some;2;1;989.4779075494924;8271
41684;170660000;17066;17;75.0;all;none;1;0;2012.0619222203954;8272
41696;173850103;17385;17;75.0;some;some;2;2;4381.5;8274
41702;173850103;17385;17;75.0;all;all;2;2;1684.5;8276
41705;173850103;17385;17;75.0;all;all;2;2;2449.5;8276
41708;170660000;17066;17;75.0;all;none;1;0;1881.7839182975113;8277
41714;170670000;17067;17;75.0;some;some;2;2;2729.722335844532;8278
41715;170670000;17067;17;75.0;some;none;2;0;4430.578820746252;8278
41733;170670000;17067;17;75.0;some;some;2;2;2599.7466554189878;8282
41738;173850103;17385;17;75.0;all;all;1;2;2019.0;8283
41743;170670000;17067;17;75.0;all;none;2;0;3272.840022898436;8284
41751;170670000;17067;17;75.0;some;some;1;2;10172.342899972182;8285
41761;173850103;17385;17;75.0;some;all;1;4;2388.0;8287
41763;170670000;17067;17;75.0;all;none;1;0;1709.9095150421067;8288
41775;170670000;17067;17;75.0;some;all;1;2;2468.9484167303513;8290
41781;170680000;17068;17;75.0;all;some;2;1;1785.6528519505;8291
41800;170680000;17068;17;75.0;all;none;3;0;2251.581957312248;8295
41803;170680000;17068;17;75.0;all;none;3;0;2235.4652668721906;8295
41809;170680000;17068;17;75.0;all;none;1;0;1330.2870429301665;8297
41813;170680000;17068;17;75.0;all;all;1;2;3234.79477709591;8297
41817;173850103;17385;17;75.0;some;all;1;2;4335.0;8298
41819;170680000;17068;17;75.0;all;all;1;2;1730.1722821859807;8299
41829;170680000;17068;17;75.0;all;all;2;4;484.3772937713958;8301
41875;173850103;17385;17;75.0;all;none;1;0;1994.0;8310
41882;173850102;17385;17;75.0;all;none;2;0;3274.5;8311
41893;170680000;17068;17;75.0;all;none;2;0;465.28231602082116;8313
41916;170680000;17068;17;75.0;all;none;2;0;6129.612671295692;8318
41920;170680000;17068;17;75.0;all;some;2;2;2111.870778858155;8318
41924;170680000;17068;17;75.0;none;all;0;1;1544.4749682776192;8319
41932;170680000;17068;17;75.0;all;all;1;2;1777.712220953066;8321
41952;170680000;17068;17;75.0;all;none;2;0;1427.2375452740093;8324
41953;170680000;17068;17;75.0;some;some;2;1;6664.105063017928;8325
41956;170690000;17069;17;75.0;some;some;2;1;9212.1372353111;8325
41990;170690000;17069;17;75.0;all;none;2;0;325.01585422852844;8332
42003;170690000;17069;17;75.0;all;none;2;0;3833.581216452111;8334
42022;173850103;17385;17;75.0;all;all;1;2;1932.0;8338
42045;173850103;17385;17;75.0;some;none;1;0;5411.7;8342
42047;173850103;17385;17;75.0;all;all;1;2;3385.0;8343
42048;173850103;17385;17;75.0;all;all;1;1;3512.0;8343
42055;170690000;17069;17;75.0;some;none;2;0;6593.256244060425;8344
42065;173850103;17385;17;75.0;all;none;1;0;1584.0;8346
42067;170690000;17069;17;75.0;all;all;1;2;1332.839616821292;8347
42085;173850102;17385;17;75.0;all;none;1;0;1093.0;8350
42090;173850101;17385;17;75.0;all;all;1;3;1601.0;8351
42098;170690000;17069;17;75.0;all;all;1;4;1967.469034642389;8353
42101;170690000;17069;17;75.0;all;all;1;4;442.6963044109166;8353
42105;170690000;17069;17;75.0;all;all;1;2;1734.762210915605;8354
42127;170690000;17069;17;75.0;none;all;0;2;1205.2010620426342;8358
42145;173850102;17385;17;75.0;all;all;1;3;2980.0;8362
42159;173850101;17385;17;75.0;all;all;1;1;1509.0;8365
42183;173850101;17385;17;75.0;some;some;1;1;3034.5;8369
42189;170690000;17069;17;75.0;some;some;1;1;5357.83052458322;8370
42201;170700000;17070;17;75.0;all;all;1;1;3245.0526491349397;8373
42204;170700000;17070;17;75.0;all;none;2;0;1690.3939947822041;8374
42232;173850101;17385;17;75.0;all;all;1;1;2428.0;8379
42242;173850103;17385;17;75.0;all;none;1;0;1462.0;8381
42255;170700000;17070;17;75.0;all;all;1;1;724.2781071351814;8384
42270;173850102;17385;17;75.0;all;none;1;0;3543.0;8387
42271;173850102;17385;17;75.0;all;all;1;4;2780.0;8387
42284;170700000;17070;17;75.0;some;none;1;0;3891.174830393746;8389
42294;170700000;17070;17;75.0;all;none;2;0;3821.0271937768916;8391
42314;173850101;17385;17;75.0;some;none;1;0;2661.0;8395
42338;173850102;17385;17;75.0;all;all;1;2;1837.0;8400
42341;170700000;17070;17;75.0;some;all;1;2;690.4004680251267;8401
42344;170700000;17070;17;75.0;some;all;1;4;3376.786609855717;8401
42363;170700000;17070;17;75.0;none;all;0;2;2113.060309941796;8405
42372;173850103;17385;17;75.0;none;all;0;1;1737.0;8407
42395;173850102;17385;17;75.0;all;none;1;0;2022.0;8411
42396;170700000;17070;17;75.0;some;some;2;3;1936.582344523138;8412
42398;170700000;17070;17;75.0;some;some;2;2;4224.959563412991;8412
42426;170700000;17070;17;75.0;all;none;1;0;4036.408404664466;8417
42429;170700000;17070;17;75.0;all;some;1;1;1706.5784993138839;8418
42441;170700000;17070;17;75.0;some;some;1;2;3306.562025209277;8420
42453;170700000;17070;17;75.0;some;some;1;2;6147.779996310514;8423
42454;170700000;17070;17;75.0;some;some;1;2;4645.238143660537;8423
42475;170700000;17070;17;75.0;all;all;1;3;573.0501216316903;8427
42480;170700000;17070;17;75.0;all;none;1;0;2614.667249853033;8428
42487;170700000;17070;17;75.0;some;none;2;0;3313.595249211713;8430
42508;170700000;17070;17;75.0;all;none;2;0;3423.106603266978;8434
42529;170700000;17070;17;75.0;some;some;1;1;3457.4359952350023;8438
42535;170700000;17070;17;75.0;all;all;1;4;375.2475337850929;8439
42542;170700000;17070;17;75.0;none;all;0;2;1896.033745078016;8441
42546;170700000;17070;17;75.0;none;none;0;0;1939.3594406793113;8441
42552;170700000;17070;17;75.0;all;all;1;1;1691.37899647294;8443
42553;170700000;17070;17;75.0;all;all;1;1;2362.4907843929964;8443
42562;170700000;17070;17;75.0;all;all;2;3;1299.834981047707;8445
42571;173850103;17385;17;75.0;all;none;1;0;1561.0;8446
42572;173850103;17385;17;75.0;all;all;1;4;1285.0;8446
42573;173850103;17385;17;75.0;all;none;1;0;1183.0;8446
42583;173850102;17385;17;75.0;some;none;1;0;3940.5;8448
42587;170700000;17070;17;75.0;none;none;0;0;1350.3514868401924;8449
42594;170700000;17070;17;75.0;some;all;1;2;3401.700050651011;8451
42596;170700000;17070;17;75.0;all;all;1;3;2014.9698193241463;8451
42599;173850101;17385;17;75.0;all;none;1;0;2269.0;8452
42601;173850101;17385;17;75.0;all;none;1;0;1099.0;8452
42603;173850101;17385;17;75.0;all;all;1;2;1180.0;8452
42651;170700000;17070;17;75.0;some;none;1;0;2954.29021499769;8461
42654;173850101;17385;17;75.0;all;none;2;0;2964.0;8462
42692;170700000;17070;17;75.0;some;none;2;0;1053.0364282148357;8469
42696;173850103;17385;17;75.0;some;all;2;4;2408.0;8470
42704;170700000;17070;17;75.0;none;all;0;3;978.4865415447526;8472
42710;173850103;17385;17;75.0;all;all;1;2;859.0;8473
42717;173850101;17385;17;75.0;some;all;1;2;1363.5;8474
42721;170700000;17070;17;75.0;some;none;1;0;3272.407939820709;8475
42722;170700000;17070;17;75.0;some;none;1;0;4556.136394367453;8475
42731;170700000;17070;17;75.0;all;all;1;1;2022.8658494924305;8477
42734;170700000;17070;17;75.0;all;all;2;2;3106.2493830435096;8478
42739;170700000;17070;17;75.0;all;all;2;4;2632.4079500282514;8479
42762;170700000;17070;17;75.0;all;all;1;2;1782.3681476463391;8483
42764;170700000;17070;17;75.0;all;all;1;2;1840.4003571744447;8483
42765;170700000;17070;17;75.0;all;some;2;1;585.7880614286213;8484
42782;173850102;17385;17;75.0;some;some;2;1;6424.2;8487
42794;170700000;17070;17;75.0;none;all;0;1;2254.205107209312;8489
42816;173850103;17385;17;75.0;all;all;1;3;3266.0;8493
42819;170700000;17070;17;75.0;all;all;1;2;1128.909877627404;8494
42827;170700000;17070;17;75.0;all;all;2;2;3657.376841796624;8495
42836;170700000;17070;17;75.0;all;all;1;1;2129.193102618318;8497
42842;173850102;17385;17;75.0;all;all;1;1;2618.0;8498
42850;170700000;17070;17;75.0;some;none;1;0;2428.7964986087327;8500
42869;170700000;17070;17;75.0;all;all;1;5;3223.21925617782;8503
42893;173850101;17385;17;75.0;none;some;0;1;1794.0;8508
42897;170700000;17070;17;75.0;some;some;2;1;6988.8359354917;8509
42902;170710000;17071;17;75.0;none;all;0;2;3701.8902736974237;8510
42919;170710000;17071;17;75.0;some;some;1;1;2689.685939670404;8514
42939;173850101;17385;17;75.0;some;some;1;1;5734.5;8517
42951;173850103;17385;17;75.0;all;none;2;0;2935.5;8520
42953;173850103;17385;17;75.0;all;all;2;2;3565.5;8520
42959;170710000;17071;17;75.0;none;all;0;2;227.5385811668117;8521
42968;170710000;17071;17;75.0;all;all;2;2;3508.9785491475195;8523
42979;170710000;17071;17;75.0;all;all;1;1;1841.4400976756333;8525
42983;170710000;17071;17;75.0;all;some;2;1;2430.098148978132;8526
42994;173850102;17385;17;75.0;all;all;2;2;750.0;8528
42995;173850102;17385;17;75.0;all;none;2;0;22.5;8528
43014;170710000;17071;17;75.0;some;none;1;0;5622.249275364879;8532
43033;170710000;17071;17;75.0;some;none;1;0;4622.872059879393;8536
43063;170710000;17071;17;75.0;all;all;1;2;1489.5586016921857;8542
43068;170710000;17071;17;75.0;some;none;1;0;1451.221260169138;8543
43126;173850103;17385;17;75.0;all;all;1;1;2355.0;8554
43129;173850103;17385;17;75.0;all;some;2;1;3301.5;8555
43130;173850103;17385;17;75.0;all;none;2;0;2388.0;8555
43137;170710000;17071;17;75.0;all;none;2;0;2737.709553021057;8556
43139;170710000;17071;17;75.0;some;none;1;0;4308.62436754528;8557
43142;170710000;17071;17;75.0;some;some;1;1;1262.5363935596938;8557
43152;170710000;17071;17;75.0;some;none;1;0;1903.8671767221492;8559
43206;173850103;17385;17;75.0;all;all;2;5;3049.5;8570
43214;170710000;17071;17;75.0;all;none;2;0;3690.743609489953;8572
43221;170710000;17071;17;75.0;all;all;2;2;2935.7188705306094;8573
43228;170710000;17071;17;75.0;all;all;2;3;1609.4495024958087;8575
43232;170710000;17071;17;75.0;all;all;2;2;3391.1873816511925;8575
43240;170710000;17071;17;75.0;all;none;2;0;1947.3261863374269;8577
43241;170710000;17071;17;75.0;some;some;2;2;5388.424373862916;8577
43247;170710000;17071;17;75.0;all;all;1;3;2285.0249189583346;8578
43248;170710000;17071;17;75.0;some;none;1;0;2561.0565741448495;8579
43256;170710000;17071;17;75.0;some;all;2;4;3696.4889611442495;8580
43259;170710000;17071;17;75.0;some;all;1;2;2423.1023613428947;8581
43260;170720000;17072;17;75.0;some;all;1;2;2740.471769052469;8581
43263;170720000;17072;17;75.0;some;none;1;0;2904.6582608847652;8581
43267;170720000;17072;17;75.0;all;all;1;2;1877.3134141158384;8582
43293;173850102;17385;17;75.0;all;none;3;0;3820.5;8587
43294;170720000;17072;17;75.0;all;all;1;2;2348.7863671500263;8588
43298;173850102;17385;17;75.0;all;none;1;0;1176.0;8589
43311;170720000;17072;17;75.0;all;all;2;4;3502.6354335306487;8591
43329;170720000;17072;17;75.0;all;all;1;1;2291.846783523797;8595
43339;170720000;17072;17;75.0;all;none;1;0;2396.6342610508896;8597
43341;170720000;17072;17;75.0;all;none;1;0;1713.5206695323052;8597
43343;170720000;17072;17;75.0;all;none;1;0;744.6288695383108;8597
43365;170720000;17072;17;75.0;some;all;1;2;2131.3391953885634;8602
43373;170720000;17072;17;75.0;all;all;1;3;3046.88952907382;8603
43382;170720000;17072;17;75.0;none;all;0;1;1951.0629347688373;8605
43398;173850103;17385;17;75.0;all;all;1;2;3885.0;8608
43400;170720000;17072;17;75.0;some;none;1;0;1682.1016234200997;8609
43405;170720000;17072;17;75.0;all;all;2;3;2589.0655851274573;8610
43414;170720000;17072;17;75.0;some;none;1;0;2645.4343680238712;8612
43415;170720000;17072;17;75.0;some;some;1;1;3029.6416561719575;8612
43420;170720000;17072;17;75.0;all;all;2;2;1989.7966084463828;8613
43428;173850101;17385;17;75.0;some;all;1;2;4437.0;8614
43446;170720000;17072;17;75.0;all;all;1;4;1345.9869387120073;8618
43459;173850103;17385;17;75.0;all;none;2;0;1812.0;8621
43462;173850103;17385;17;75.0;all;all;2;2;1002.0;8621
43463;173850103;17385;17;75.0;all;none;2;0;2416.5;8621
43467;170720000;17072;17;75.0;all;none;2;0;2625.264173458489;8622
43480;170720000;17072;17;75.0;some;none;2;0;3301.84343503125;8625
43488;170720000;17072;17;75.0;all;none;1;0;1627.6564539429633;8626
43500;173850101;17385;17;75.0;some;none;1;0;1554.0;8629
43501;173850101;17385;17;75.0;all;some;1;1;390.0;8629
43509;170720000;17072;17;75.0;all;all;2;4;2638.556119032051;8630
43514;170720000;17072;17;75.0;some;some;3;1;7336.78837333679;8631
43527;170720000;17072;17;75.0;all;all;1;3;1402.5554160469615;8634
43532;170720000;17072;17;75.0;all;all;1;2;1318.858937474717;8635
43546;170720000;17072;17;75.0;some;some;1;4;3546.075867122272;8637
43554;170720000;17072;17;75.0;none;none;0;0;829.201277258128;8639
43556;170720000;17072;17;75.0;none;none;0;0;2228.689273510963;8639
43573;170720000;17072;17;75.0;all;none;1;0;2404.879734581846;8643
43576;170720000;17072;17;75.0;all;all;1;2;1678.869009883583;8643
43593;170720000;17072;17;75.0;all;all;1;5;2191.3504078889437;8647
43605;170720000;17072;17;75.0;none;all;0;4;1723.2550519194933;8649
43607;170720000;17072;17;75.0;none;all;0;2;1705.3141708369199;8649
43625;173850103;17385;17;75.0;all;all;2;2;274.5;8653
43636;173850103;17385;17;75.0;some;all;2;4;2419.2000000000003;8655
43643;170720000;17072;17;75.0;none;none;0;0;2202.0568328836307;8657
43650;173850103;17385;17;75.0;all;all;1;4;2953.0;8658
43660;170720000;17072;17;75.0;none;all;0;2;1064.783953533118;8660
43662;170720000;17072;17;75.0;none;none;0;0;2655.7741534035054;8660
43667;170720000;17072;17;75.0;all;all;2;2;3501.683520918262;8661
43674;170720000;17072;17;75.0;all;none;1;0;1527.8037032455823;8663
43677;170720000;17072;17;75.0;all;all;1;2;1743.7307565405922;8663
43681;170720000;17072;17;75.0;all;none;1;0;1723.5822910761972;8664
43683;170720000;17072;17;75.0;all;all;1;3;2154.863202017689;8664
43692;170720000;17072;17;75.0;none;none;0;0;429.94145134621766;8666
43697;170720000;17072;17;75.0;all;all;2;2;900.1245626066486;8667
43727;170720000;17072;17;75.0;all;all;1;2;2290.618121892543;8673
43734;170720000;17072;17;75.0;all;all;2;3;2524.722577573765;8674
43741;170720000;17072;17;75.0;all;all;1;2;2187.458153399787;8676
43748;170720000;17072;17;75.0;all;all;1;2;2701.620129921983;8677
43750;170720000;17072;17;75.0;all;none;1;0;2688.2096028195933;8677
43752;170720000;17072;17;75.0;all;all;1;2;2135.6411606692755;8678
43771;170720000;17072;17;75.0;some;none;2;0;1239.7311841819765;8681
43775;170720000;17072;17;75.0;all;all;2;4;972.1175554335601;8682
43780;170720000;17072;17;75.0;all;none;3;0;4648.778956926108;8683
43823;170720000;17072;17;75.0;some;none;1;0;6015.501549064211;8691
43825;170720000;17072;17;75.0;all;some;1;1;3064.973461626209;8692
